koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
"FALSE POSITIVE",3.652810043,,,0.086,,,1.5132,,,119.4,,,0.89,0.12,-0.11,250.33,120.00,-83.48,6.00,1,5213.00,184.00,-184.00,4.489,0.100,-0.100,-0.1000,0.3000,-0.3000,0.8310,0.1120,-0.1020,0.7770,0.1030,-0.0600
"FALSE POSITIVE",15.65134872,1.935e-05,-1.935e-05,1.267,34.11,-0.089,4.1553,0.057,-0.057,3104,48.6,-48.6,118.33,15.87,-47.63,898.69,387.97,-611.37,81.60,1,6552.00,178.00,-178.00,3.586,0.330,-0.110,-0.4200,0.3500,-0.3000,3.2890,0.4410,-1.3240,1.5210,0.2370,-0.3550
"CANDIDATE",6.86674226,9.996e-05,-9.996e-05,0.405,0.05,-0.405,4.216,0.349,-0.349,47.2,4.4,-4.4,0.79,0.12,-0.06,254.10,109.33,-51.32,12.30,2,5914.00,106.00,-130.00,4.396,0.040,-0.112,0.4600,0.0500,-0.1500,1.1350,0.1750,-0.0750,1.1720,0.0570,-0.0710
"CONFIRMED",8.37159554,7.493e-05,-7.493e-05,0.983,0.018,-0.78,5.252,0.225,-0.225,98,6.2,-6.2,2.39,0.55,-0.68,659.25,454.10,-356.10,16.60,3,6426.00,175.00,-175.00,4.013,0.259,-0.130,-0.2400,0.3000,-0.2500,1.7750,0.4110,-0.5030,1.1820,0.2090,-0.1570
"FALSE POSITIVE",286.1755875,0.0002549,-0.0002549,0.598,0.018,-0.021,16.1025,0.0308,-0.0308,328544,554,-554,63.23,19.18,-7.69,1.38,1.22,-0.45,765.30,1,5904.00,159.00,-195.00,4.471,0.067,-0.202,-0.1600,0.3000,-0.3000,0.9460,0.2870,-0.1150,0.9660,0.1200,-0.1200
"FALSE POSITIVE",152.15144795,5.686e-05,-5.686e-05,0.857,0.122,-0.025,26.8612,0.0235,-0.0235,151815,89.6,-89.6,53.89,17.44,-5.83,4.04,3.88,-1.25,2163.40,1,6217.00,175.00,-219.00,4.472,0.054,-0.216,-0.2200,0.2500,-0.3000,0.9890,0.3200,-0.1070,1.0560,0.1440,-0.1440
"FALSE POSITIVE",0.542636318,1.569e-06,-1.569e-06,0.056,0.408,-0.056,1.2536,0.0877,-0.0877,74.6,5.6,-5.6,1.39,0.74,-0.74,11844.28,19392.48,-9536.55,17.30,1,5277.00,158.00,-158.00,3.960,0.585,-0.270,-0.1400,0.3000,-0.3000,1.6330,0.8670,-0.8670,0.8880,0.0780,-0.1230
"FALSE POSITIVE",29.911334059,5.435e-06,-5.435e-06,0.559,0.01,-0.011,7.26916,0.0071,-0.0071,354377,317,-317,47.83,7.54,-3.47,11.68,6.35,-3.00,1349.80,1,5303.00,191.00,-191.00,4.632,0.032,-0.097,-0.4000,0.3000,-0.3000,0.7040,0.1110,-0.0510,0.7850,0.0740,-0.0820
"FALSE POSITIVE",5.877122485,1.181e-06,-1.181e-06,0.547,0.021,-0.018,4.71655,0.00569,-0.00569,362900,393,-393,125.68,79.72,-71.71,913.57,1923.43,-767.41,1210.80,1,5702.00,219.00,-199.00,3.807,0.805,-0.345,-1.1400,0.3500,-0.3000,1.8210,1.1550,-1.0390,0.7740,0.1260,-0.0920
"FALSE POSITIVE",10.636305846,2.442e-06,-2.442e-06,0.398,0.003,-0.004,5.17212,0.00584,-0.00584,216063,218,-218,64.91,17.23,-14.09,358.62,290.90,-170.52,1419.00,1,6781.00,212.00,-259.00,4.221,0.175,-0.175,-0.5400,0.2500,-0.3000,1.3450,0.3570,-0.2920,1.0970,0.1690,-0.1380
"FALSE POSITIVE",2.1032389,6.22e-07,-6.22e-07,1.209,0.034,-0.03,6.4774,0.0126,-0.0126,24852.5,48.8,-48.8,36.63,7.5,-3.22,555.00,341.42,-141.14,625.10,1,5546.00,150.00,-150.00,4.587,0.034,-0.136,-0.2400,0.3000,-0.3000,0.7860,0.1610,-0.0690,0.8800,0.0820,-0.1090
"FALSE POSITIVE",46.698200933,5.816e-06,-5.816e-06,1.131,0.083,-0.076,3.57049,0.00524,-0.00524,54592.5,73.3,-73.3,38.79,5.74,-4.31,11.31,5.62,-3.38,879.00,1,5772.00,187.00,-170.00,4.518,0.115,-0.104,-1.0800,0.3000,-0.3000,0.7560,0.1120,-0.0840,0.6870,0.0790,-0.0230
"CONFIRMED",15.99560373,9.626e-05,-9.626e-05,0.088,0.37,-0.088,3.471,0.135,-0.135,221.7,12.2,-12.2,1.04,0.07,-0.04,21.54,4.94,-3.25,20.00,3,4955.00,100.00,-100.00,4.610,0.018,-0.046,-0.1000,0.1500,-0.1500,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480
"FALSE POSITIVE",4.39451798,2.085e-05,-2.085e-05,1.566,1.119,-0.596,2.9527,0.0352,-0.0352,223616,1255,-1255,65.76,7.62,-14.16,22.27,9.05,-10.68,249.50,1,3695.00,114.00,-152.00,4.773,0.105,-0.053,0.0000,0.2500,-0.3500,0.4830,0.0560,-0.1040,0.5040,0.0560,-0.1050
"FALSE POSITIVE",25.9518795,0.0002417,-0.0002417,1.259,14.18,-0.573,21.569,0.428,-0.428,1312.3,24.4,-24.4,35.1,10.09,-6.74,41.00,34.64,-17.31,63.70,1,5753.00,156.00,-173.00,4.335,0.175,-0.193,-0.1000,0.3000,-0.3000,1.0780,0.3100,-0.2070,0.9180,0.1240,-0.0930
"CANDIDATE",29.7681831,0.0007597,-0.0007597,0.739,0.235,-0.515,9.425,0.7,-0.7,159.9,14.4,-14.4,3.98,0.73,-1.34,167.51,79.44,-98.40,13.20,1,5640.00,76.00,-84.00,3.679,0.245,-0.105,0.1200,0.1500,-0.1500,2.9160,0.5310,-0.9860,1.4790,0.1530,-0.3580
"FALSE POSITIVE",56.048096688,6.393e-06,-6.393e-06,1.161,0.055,-0.068,4.04427,0.00486,-0.00486,53725.8,61.7,-61.7,42.62,6.29,-5.13,6.06,2.92,-1.91,1003.70,1,5222.00,156.00,-156.00,4.518,0.096,-0.132,-0.3000,0.3500,-0.3000,0.7800,0.1150,-0.0940,0.7300,0.1160,-0.0500
"FALSE POSITIVE",2.25161215,1.888e-05,-1.888e-05,0.647,0.323,-0.444,2.1,0.218,-0.218,23.9,3.4,-3.4,1.14,0.4,-0.3,17529.42,18990.44,-9474.68,9.20,1,9464.00,301.00,-414.00,4.116,0.157,-0.192,0.0700,0.1500,-0.6500,2.1840,0.7770,-0.5650,2.2720,0.3950,-0.5920
"CANDIDATE",36.7662364,0.0004327,-0.0004327,0.164,0.287,-0.164,3.305,0.329,-0.329,579.5,55.5,-55.5,1.28,0.1,-0.13,3.02,0.90,-0.88,12.60,1,4342.00,117.00,-143.00,4.699,0.063,-0.031,-0.8000,0.3000,-0.3500,0.5400,0.0440,-0.0540,0.5310,0.0480,-0.0370
"FALSE POSITIVE",50.35545898,5.166e-06,-5.166e-06,0.159,0.013,-0.017,5.51863,0.00623,-0.00623,107138,117,-117,31.66,9.74,-3.25,13.81,12.74,-4.19,1219.40,1,5936.00,176.00,-211.00,4.501,0.040,-0.216,0.0700,0.2500,-0.3000,0.9650,0.2970,-0.0990,1.0750,0.1240,-0.1520
"CONFIRMED",14.0328775,0.0002907,-0.0002907,0.044,0.403,-0.044,6.684,0.418,-0.418,210.9,20.6,-20.6,1.45,0.46,-0.15,88.83,85.66,-28.08,11.80,1,6063.00,190.00,-232.00,4.470,0.052,-0.208,-0.0200,0.2500,-0.3000,1.0010,0.3180,-0.1060,1.0790,0.1300,-0.1590
"CONFIRMED",13.2226149,0.0001685,-0.0001685,0.943,0.019,-0.638,4.337,0.201,-0.201,261.7,23.1,-23.1,1.75,0.46,-0.16,71.11,56.08,-18.89,12.60,1,5931.00,161.00,-178.00,4.545,0.044,-0.187,-0.2800,0.3000,-0.3000,0.8630,0.2310,-0.0770,0.9530,0.1090,-0.1190
"CANDIDATE",2.53742164,1.271e-05,-1.271e-05,0.285,0.17,-0.285,1.563,0.133,-0.133,104.5,9.7,-9.7,0.93,0.1,-0.06,525.68,162.93,-96.27,12.80,2,5447.00,81.00,-81.00,4.481,0.053,-0.098,0.1600,0.1500,-0.1500,0.9170,0.1020,-0.0630,0.9280,0.0480,-0.0530
"FALSE POSITIVE",3.54828691,4.062e-05,-4.062e-05,0.036,0.428,-0.036,3.281,0.251,-0.251,70.9,8.3,-8.3,1.69,0.49,-0.55,2458.09,2112.79,-1494.02,9.90,1,6573.00,184.00,-253.00,4.010,0.270,-0.180,0.0800,0.2500,-0.3000,1.9870,0.5770,-0.6410,1.4750,0.2000,-0.3010
"CANDIDATE",62.596544,0.001064,-0.001064,0.246,0.209,-0.246,11.477,0.487,-0.487,223.1,16.3,-16.3,2.25,0.39,-0.48,23.01,10.42,-9.48,15.50,1,5934.00,80.00,-80.00,4.173,0.162,-0.122,0.3200,0.1500,-0.1500,1.5090,0.2620,-0.3200,1.2370,0.0990,-0.1090
"FALSE POSITIVE",18.79852,0.000257,-0.000257,0.936,0.015,-0.66,4.795,0.31,-0.31,487.4,47.3,-47.3,2.04,0.18,-0.17,15.82,5.24,-4.15,11.20,2,4808.00,146.00,-146.00,4.589,0.045,-0.041,-0.1000,0.3000,-0.3000,0.7150,0.0620,-0.0620,0.7230,0.0750,-0.0610
"FALSE POSITIVE",156.51657398,2.81e-05,-2.81e-05,0.995,0.05,-0.053,12.2259,0.00874,-0.00874,113337,68.4,-68.4,61.44,17.63,-10.31,4.31,3.77,-1.72,2016.10,1,6002.00,189.00,-210.00,4.354,0.132,-0.198,-0.2000,0.3000,-0.3000,1.0840,0.3110,-0.1820,0.9690,0.1440,-0.1180
"FALSE POSITIVE",1.366946478,2.04e-07,-2.04e-07,0.869,0.027,-0.021,3.37701,0.0058,-0.0058,158643,235,-235,43.45,6.03,-4.82,910.99,442.20,-285.46,796.50,1,5353.00,185.00,-185.00,4.527,0.104,-0.095,-0.5200,0.3500,-0.3000,0.7570,0.1050,-0.0840,0.7040,0.1020,-0.0440
"FALSE POSITIVE",313.09275066,6.671e-05,-6.671e-05,0.395,0.008,-0.007,14.3447,0.0075,-0.0075,445612,378,-378,47.52,4.59,-4.59,0.44,0.15,-0.12,1952.30,1,5067.00,151.00,-151.00,4.596,0.072,-0.042,-0.6000,0.3500,-0.3000,0.6730,0.0650,-0.0650,0.6510,0.0790,-0.0360
"FALSE POSITIVE",0.566813677,4.472e-06,-4.472e-06,0.449,0.021,-0.446,2.458,0.216,-0.216,61.2,6.9,-6.9,0.77,0.25,-0.08,6276.41,5823.79,-1966.20,11.50,1,6106.00,169.00,-232.00,4.487,0.054,-0.216,-0.1600,0.3000,-0.3000,0.9660,0.3040,-0.1010,1.0430,0.1400,-0.1400
"FALSE POSITIVE",157.32263943,8.854e-05,-8.854e-05,0.888,0.06,-0.048,21.9232,0.0231,-0.0231,153932,138,-138,56.66,17.87,-5.96,3.61,3.36,-1.07,1386.80,1,6109.00,171.00,-192.00,4.472,0.054,-0.216,-0.1200,0.2500,-0.3500,0.9890,0.3120,-0.1040,1.0560,0.1370,-0.1500
"FALSE POSITIVE",9.53040216,2.289e-05,-2.289e-05,0.6046,0.016,-0.0169,5.95809,0.00644,-0.00644,321541,329,-329,60.49,25.07,-7.63,99.43,129.72,-32.10,185.60,1,5501.00,198.00,-163.00,4.438,0.103,-0.266,-0.1400,0.3200,-0.2400,0.9120,0.3780,-0.1150,0.8330,0.1290,-0.0670
"FALSE POSITIVE",4.218512654,7.79e-07,-7.79e-07,0.767,0.002,-0.004,3.62939,0.00964,-0.00964,23416.8,43.7,-43.7,16.67,5.4,-1.8,472.03,465.88,-151.42,699.90,2,6185.00,197.00,-240.00,4.472,0.054,-0.216,-0.1800,0.2500,-0.3500,0.9910,0.3210,-0.1070,1.0600,0.1440,-0.1440
"FALSE POSITIVE",8.529991199,3.073e-06,-3.073e-06,1.225,0.377,-0.144,3.9954,0.0135,-0.0135,20083.7,60.5,-60.5,44.86,14.54,-4.84,184.92,182.51,-59.32,389.80,2,6185.00,197.00,-240.00,4.472,0.054,-0.216,-0.1800,0.2500,-0.3500,0.9910,0.3210,-0.1070,1.0600,0.1440,-0.1440
"FALSE POSITIVE",3.47140045,,,,,,1.55,,,,,,,,,493.28,0.00,0.00,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",1.922862476,1.006e-06,-1.006e-06,1.001,0.036,-0.04,3.4594,0.0117,-0.0117,101272,354,-354,70.65,21.42,-14.26,2631.95,2364.39,-1180.51,362.10,1,6408.00,181.00,-227.00,4.246,0.153,-0.187,-0.2200,0.2500,-0.3000,1.3030,0.3950,-0.2630,1.0870,0.1930,-0.1290
"CONFIRMED",16.00747237,5.26e-05,-5.26e-05,0.975,0.006,-0.77,1.267,0.105,-0.105,277.6,26.7,-26.7,2.99,0.48,-0.59,116.46,51.84,-47.04,14.70,2,5857.00,105.00,-117.00,4.204,0.176,-0.108,-0.0400,0.1500,-0.1500,1.3050,0.2090,-0.2560,0.9930,0.0810,-0.0730
"CONFIRMED",54.6493679,0.000971,-0.000971,0.018,0.43,-0.018,7.962,0.33,-0.33,432.5,32.8,-32.8,2.64,0.44,-0.45,19.86,8.73,-6.83,15.10,1,5751.00,78.00,-78.00,4.234,0.149,-0.108,0.1600,0.1500,-0.1500,1.2820,0.2150,-0.2150,1.0280,0.0840,-0.0630
"CONFIRMED",100.8276725,0.0007991,-0.0007991,0.676,0.233,-0.451,8.39,0.18,-0.18,1778.8,49.8,-49.8,4.35,0.43,-0.57,4.16,1.18,-1.19,36.70,2,5301.00,85.00,-74.00,4.391,0.130,-0.070,0.1600,0.1500,-0.1500,0.9770,0.0960,-0.1280,0.8560,0.0660,-0.0330
"CANDIDATE",15.5764061,0.0001815,-0.0001815,0.565,0.396,-0.343,5.382,0.278,-0.278,257.1,21,-21,1.79,0.55,-0.19,93.42,87.34,-28.68,14.10,1,6214.00,186.00,-224.00,4.442,0.052,-0.208,0.0700,0.2500,-0.3500,1.0760,0.3350,-0.1120,1.1690,0.1410,-0.1730
"CANDIDATE",10.00506974,9.309e-05,-9.309e-05,0.148,0.305,-0.148,3.481,0.244,-0.244,143.3,14.1,-14.1,1.11,0.3,-0.15,122.48,99.12,-41.68,11.40,2,5912.00,158.00,-175.00,4.453,0.098,-0.182,-0.3800,0.3000,-0.3000,0.9240,0.2550,-0.1270,0.8840,0.1090,-0.0890
"FALSE POSITIVE",0.905675699,9.007e-06,-9.007e-06,0.008,0.45,-0.008,1.701,0.264,-0.264,73.2,11,-11,0.77,0.23,-0.08,2374.98,2162.04,-696.89,10.20,1,5730.00,173.00,-190.00,4.518,0.048,-0.204,0.0000,0.2500,-0.3000,0.9030,0.2730,-0.0910,0.9810,0.1140,-0.1140
"CANDIDATE",36.2580749,0.0005005,-0.0005005,0.786,0.189,-0.531,5.917,0.377,-0.377,380.3,35.1,-35.1,1.82,0.43,-0.15,16.70,11.45,-4.28,12.50,1,5818.00,145.00,-174.00,4.554,0.040,-0.160,-0.2200,0.3000,-0.3000,0.8480,0.2000,-0.0710,0.9370,0.0910,-0.1110
"CANDIDATE",12.4326997,0.0003134,-0.0003134,0.212,0.252,-0.212,7.81,0.549,-0.549,240.3,23.2,-23.2,1.88,0.32,-0.39,117.17,53.30,-47.29,11.50,2,5480.00,82.00,-65.00,4.220,0.192,-0.112,0.1400,0.1500,-0.1000,1.2290,0.2100,-0.2570,0.9140,0.0650,-0.0380
"CANDIDATE",30.9902997,0.0008933,-0.0008933,0.397,0.059,-0.397,9.454,0.836,-0.836,321.5,33.4,-33.4,2.21,0.37,-0.47,34.68,15.77,-14.00,10.70,2,5480.00,82.00,-65.00,4.220,0.192,-0.112,0.1400,0.1500,-0.1000,1.2290,0.2100,-0.2570,0.9140,0.0650,-0.0380
"FALSE POSITIVE",15.9750417,4.642e-05,-4.642e-05,1.211,72.77,-2.22,3.549,0.132,-0.132,643.5,20.9,-20.9,90.37,29.44,-54.7,403.20,404.27,-348.31,37.50,1,5220.00,173.00,-173.00,3.520,0.888,-0.222,-0.1800,0.3000,-0.3000,3.4560,1.1260,-2.0920,1.4430,0.2220,-0.5170
"CONFIRMED",16.0505464,0.0001387,-0.0001387,0.135,0.321,-0.135,3.171,0.194,-0.194,94.4,7.5,-7.5,0.81,0.07,-0.03,37.12,8.33,-4.97,14.60,1,5428.00,73.00,-81.00,4.563,0.014,-0.068,0.2100,0.1000,-0.2000,0.8530,0.0660,-0.0350,0.9710,0.0280,-0.0800
"FALSE POSITIVE",0.805267592,4.453e-06,-4.453e-06,0.082,0.411,-0.082,0.887,0.29,-0.29,146.6,22.9,-22.9,1.35,0.41,-0.17,5216.79,4688.98,-1822.99,9.80,1,6268.00,174.00,-261.00,4.429,0.052,-0.195,0.0700,0.2500,-0.3500,1.1000,0.3350,-0.1340,1.1880,0.1410,-0.1730
"FALSE POSITIVE",11.082622625,2.135e-06,-2.135e-06,0.207,0.006,-0.006,6.62584,0.00616,-0.00616,268725,208,-208,48.38,15.16,-5.04,93.67,86.76,-28.47,1725.60,1,5831.00,163.00,-204.00,4.503,0.052,-0.208,-0.0600,0.2500,-0.3000,0.9220,0.2890,-0.0960,0.9880,0.1260,-0.1130
"FALSE POSITIVE",421.42848194,2.879e-05,-2.879e-05,0.356,0.002,-0.003,8.60447,0.00444,-0.00444,96654.3,38,-38,54.16,15.22,-18.58,2.97,2.55,-1.88,3162.00,1,6235.00,199.00,-243.00,4.034,0.336,-0.144,-0.1400,0.2500,-0.3000,1.7080,0.4800,-0.5860,1.1520,0.1940,-0.1770
"FALSE POSITIVE",1.096587245,1.423e-06,-1.423e-06,2.623,1.441,-0.04,3.0287,0.0589,-0.0589,541.2,10.2,-10.2,168.68,48.88,-16.3,2096.50,1741.24,-610.22,67.10,2,5869.00,142.00,-203.00,4.513,0.036,-0.204,0.0700,0.2500,-0.3000,0.9420,0.2730,-0.0910,1.0540,0.1120,-0.1370
"FALSE POSITIVE",3.012476415,1.42e-07,-1.42e-07,0.708,0.247,-0.041,3.31903,0.00589,-0.00589,198402,143,-143,58.77,17.24,-11.5,879.89,786.52,-386.88,2060.30,1,6015.00,190.00,-212.00,4.329,0.162,-0.180,-0.3400,0.3000,-0.3000,1.0880,0.3190,-0.2130,0.9200,0.1310,-0.0950
"FALSE POSITIVE",204.74104758,6.067e-05,-6.067e-05,0.596,0.005,-0.009,20.5357,0.0132,-0.0132,333804,193,-193,97.39,29.69,-19.81,6.30,5.49,-2.80,2000.20,1,6517.00,155.00,-214.00,4.211,0.153,-0.187,-0.1200,0.2500,-0.3000,1.4400,0.4390,-0.2930,1.2340,0.1880,-0.1880
"FALSE POSITIVE",0.759740194,8.519e-06,-8.519e-06,0.497,0.488,-0.292,3.252,0.305,-0.305,42.5,4.1,-4.1,0.67,0.16,-0.07,4245.86,2989.16,-1270.80,13.70,1,6046.00,169.00,-211.00,4.478,0.042,-0.168,0.0700,0.2000,-0.3500,1.0070,0.2370,-0.1020,1.1110,0.1070,-0.1470
"FALSE POSITIVE",4.664186517,1.675e-06,-1.675e-06,0.29,0.013,-0.015,4.0639,0.0102,-0.0102,555376,1618,-1618,278.81,94.57,-175.6,1896.44,2053.88,-1670.82,445.70,1,5062.00,193.00,-176.00,3.515,0.904,-0.226,0.1400,0.2500,-0.3000,3.5790,1.2140,-2.2540,1.5300,0.2510,-0.5850
"FALSE POSITIVE",1.092066399,9.1e-08,-9.1e-08,0.488,0.012,-0.013,2.97608,0.00365,-0.00365,401890,403,-403,40.74,3.32,-3.32,432.44,148.35,-116.29,1160.60,1,4556.00,160.00,-160.00,4.670,0.054,-0.032,-0.7400,0.3000,-0.3000,0.5760,0.0470,-0.0470,0.5660,0.0560,-0.0330
"FALSE POSITIVE",3.053578643,4.38e-07,-4.38e-07,1.11,0.025,-0.027,3.22884,0.00541,-0.00541,52879.9,96.7,-96.7,35.35,6.08,-2.83,271.46,161.69,-71.76,661.40,1,5414.00,206.00,-187.00,4.625,0.035,-0.105,-0.4400,0.3000,-0.3000,0.7140,0.1230,-0.0570,0.7920,0.0840,-0.0840
"FALSE POSITIVE",2.992662857,1.657e-06,-1.657e-06,0.001,0.147,-0.001,2.5258,0.0126,-0.0126,113705,461,-461,60.35,36.23,-36.24,1123.54,2224.56,-965.69,296.80,1,4927.00,190.00,-155.00,3.883,0.728,-0.312,0.1600,0.2500,-0.2500,1.8370,1.1030,-1.1030,0.9400,0.2190,-0.1640
"FALSE POSITIVE",4.664188563,1.462e-06,-1.462e-06,1.254,0.086,-0.069,3.773,0.0143,-0.0143,11360.5,52.6,-52.6,52.09,15.64,-15.65,525.46,475.36,-295.14,272.60,1,5699.00,172.00,-155.00,4.192,0.306,-0.204,-0.3000,0.3000,-0.2500,1.2150,0.3650,-0.3650,0.8380,0.1300,-0.0700
"FALSE POSITIVE",0.954873008,,,0.578,,,1.0613,,,33,,,0.81,0.17,-0.24,6913.47,4122.85,-3851.30,1.50,1,6092.00,164.00,-164.00,4.114,0.280,-0.120,-0.6000,0.3500,-0.2500,1.3630,0.2700,-0.4050,0.8810,0.1210,-0.0840
"FALSE POSITIVE",0.56493412,3.6e-08,-3.6e-08,0.691,0.013,-0.013,2.57621,0.00307,-0.00307,252639,226,-226,33.4,2.13,-2.12,1071.88,320.68,-270.27,1361.50,1,4748.00,167.00,-185.00,4.729,0.039,-0.032,-1.2600,0.3000,-0.3000,0.5340,0.0340,-0.0340,0.5560,0.0330,-0.0300
"FALSE POSITIVE",1.674984844,3.49e-07,-3.49e-07,0.731,0.011,-0.018,4.92134,0.00828,-0.00828,234579,322,-322,150.48,27.51,-47.15,20561.29,11083.15,-12489.94,858.80,1,8285.00,200.00,-371.00,3.971,0.221,-0.136,0.0700,0.2500,-0.5000,2.4510,0.4480,-0.7680,2.0500,0.2830,-0.4850
"CANDIDATE",35.8754482,0.0003946,-0.0003946,0.026,0.424,-0.026,3.972,0.278,-0.278,366.7,33.7,-33.7,2.35,0.74,-0.3,47.15,42.33,-16.26,12.60,1,6559.00,158.00,-248.00,4.357,0.065,-0.182,-0.0400,0.2500,-0.3500,1.2180,0.3820,-0.1530,1.2350,0.1760,-0.1760
"CONFIRMED",7.31945294,6.16e-05,-6.16e-05,0.112,0.342,-0.112,4.881,0.228,-0.228,166.8,11.1,-11.1,5.05,0.87,-1.76,1891.07,874.75,-1129.21,16.30,3,5745.00,86.00,-77.00,3.499,0.259,-0.129,0.4000,0.0500,-0.1500,3.9550,0.6880,-1.3760,1.8010,0.1930,-0.3590
"CONFIRMED",35.8007112,0.0003713,-0.0003713,0.043,0.402,-0.043,8.219,0.208,-0.208,417.4,17.5,-17.5,7.97,1.39,-2.77,227.68,105.32,-135.95,25.00,3,5745.00,86.00,-77.00,3.499,0.259,-0.129,0.4000,0.0500,-0.1500,3.9550,0.6880,-1.3760,1.8010,0.1930,-0.3590
"FALSE POSITIVE",0.790049989,8.345e-06,-8.345e-06,0.185,0.287,-0.185,2.794,0.308,-0.308,70.8,7,-7,0.67,0.13,-0.06,2082.67,1190.00,-580.89,12.30,1,5427.00,162.00,-162.00,4.530,0.063,-0.117,-0.2400,0.3000,-0.3000,0.8080,0.1470,-0.0790,0.8070,0.0980,-0.0710
"CANDIDATE",4.32710579,6.045e-05,-6.045e-05,0.025,0.426,-0.025,3.872,0.314,-0.314,84.1,10,-10,3.58,0.62,-1.25,3805.87,1760.47,-2272.59,9.50,3,5745.00,86.00,-77.00,3.499,0.259,-0.129,0.4000,0.0500,-0.1500,3.9550,0.6880,-1.3760,1.8010,0.1930,-0.3590
"FALSE POSITIVE",14.15402615,8.078e-05,-8.078e-05,1.199,69.5,-1.432,4.115,0.203,-0.203,21653,1020,-1020,29.61,1.88,-2.6,14.25,4.26,-3.97,23.90,1,4352.00,153.00,-153.00,4.610,0.052,-0.021,-0.0400,0.3000,-0.3000,0.6610,0.0420,-0.0580,0.6500,0.0650,-0.0580
"FALSE POSITIVE",33.93754213,1.12e-05,-1.12e-05,1.979,0.511,-0.22,11.1677,0.023,-0.023,32990.3,38.7,-38.7,138.25,47.47,-19.06,34.42,35.81,-12.84,1112.00,1,6220.00,194.00,-259.00,4.414,0.072,-0.217,-0.1000,0.2500,-0.3000,1.0660,0.3660,-0.1470,1.0700,0.1680,-0.1370
"CONFIRMED",20.7057153,0.0007598,-0.0007598,0.922,0.046,-0.651,9.678,0.577,-0.577,115.9,9.9,-9.9,3.22,0.56,-1.04,206.73,95.46,-116.73,13.50,1,5668.00,85.00,-76.00,3.792,0.255,-0.102,0.1400,0.1500,-0.1500,2.4370,0.4230,-0.7850,1.3380,0.1020,-0.2560
"CANDIDATE",60.532988,0.0004557,-0.0004557,0.618,0.303,-0.402,7.086,0.179,-0.179,467.5,22.3,-22.3,1.91,0.53,-0.17,7.36,6.01,-1.85,23.80,1,5631.00,152.00,-152.00,4.557,0.035,-0.184,-0.0600,0.3000,-0.3000,0.8470,0.2350,-0.0730,0.9460,0.0940,-0.1150
"FALSE POSITIVE",3.7228679,0.0001363,-0.0001363,0.8,0.181,-0.573,9.557,0.893,-0.893,52.1,6.2,-6.2,0.74,0.21,-0.07,461.27,384.21,-130.76,9.80,1,6046.00,163.00,-199.00,4.509,0.048,-0.192,-0.2000,0.2500,-0.3500,0.9270,0.2630,-0.0880,1.0110,0.1170,-0.1430
"CONFIRMED",58.0198583,0.0001432,-0.0001432,0.951,0.014,-0.011,5.348,0.182,-0.182,1286.6,34.8,-34.8,3.46,0.29,-0.1,3.70,0.99,-0.49,66.00,3,4920.00,98.00,-98.00,4.620,0.010,-0.059,0.0700,0.1500,-0.1500,0.7200,0.0590,-0.0220,0.8220,0.0300,-0.0590
"CANDIDATE",15.0617835,0.0002645,-0.0002645,0.114,0.335,-0.114,6.31,0.299,-0.299,196.6,17.9,-17.9,1.61,0.27,-0.21,94.08,41.79,-26.28,12.10,2,5806.00,78.00,-78.00,4.321,0.115,-0.115,0.1400,0.1500,-0.1500,1.1580,0.1970,-0.1480,1.0240,0.0810,-0.0590
"FALSE POSITIVE",4.286103033,1.011e-06,-1.011e-06,0.544,0.011,-0.015,2.6422,0.0131,-0.0131,173359,786,-786,25.8,2.1,-2.92,52.42,17.82,-17.17,397.10,1,4206.00,146.00,-161.00,4.663,0.054,-0.027,-0.2800,0.3000,-0.3000,0.5910,0.0480,-0.0670,0.5870,0.0630,-0.0630
"FALSE POSITIVE",290.7778719,5.291e-05,-5.291e-05,0.761,0.031,-0.041,12.0525,0.0107,-0.0107,225767,150,-150,45.27,6.05,-4.07,0.58,0.25,-0.15,1836.80,1,5207.00,154.00,-138.00,4.585,0.048,-0.072,-0.3000,0.3000,-0.3000,0.7340,0.0980,-0.0660,0.7560,0.0910,-0.0660
"FALSE POSITIVE",5.017239915,1.488e-06,-1.488e-06,0.191,0.016,-0.018,4.36126,0.00841,-0.00841,144642,187,-187,41.75,13.12,-4.68,538.77,499.44,-175.56,970.90,1,6519.00,181.00,-250.00,4.410,0.070,-0.210,-0.3600,0.2500,-0.3000,1.0790,0.3390,-0.1210,1.0910,0.1570,-0.1410
