koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
"FALSE POSITIVE",0.937923475,9.473e-06,-9.473e-06,0.515,0.039,-0.454,3.164,0.218,-0.218,40.4,4.3,-4.3,0.52,0.1,-0.04,1503.05,859.60,-370.86,12.00,1,5398.00,160.00,-160.00,4.580,0.030,-0.127,-0.0400,0.3000,-0.3000,0.8050,0.1470,-0.0630,0.9020,0.0730,-0.0970
"FALSE POSITIVE",204.0329342,0.0001602,-0.0001602,0.49,0.014,-0.014,17.5623,0.0231,-0.0231,411374,504,-504,57.35,12.53,-4.98,1.29,0.87,-0.34,884.90,1,5553.00,166.00,-166.00,4.577,0.036,-0.144,-0.1600,0.3000,-0.3000,0.8060,0.1760,-0.0700,0.9030,0.0830,-0.1110
"FALSE POSITIVE",2.148219541,3.17e-07,-3.17e-07,0.424,0.019,-0.021,2.94091,0.0066,-0.0066,457844,845,-845,49.6,3.91,-4.8,244.99,83.23,-72.22,619.80,1,4694.00,168.00,-168.00,4.600,0.059,-0.032,-0.2800,0.3000,-0.3000,0.6720,0.0530,-0.0650,0.6570,0.0800,-0.0460
"FALSE POSITIVE",58.621578824,7.643e-06,-7.643e-06,0.896,0.038,-0.036,8.52961,0.00582,-0.00582,142951,89.6,-89.6,40.43,4.96,-4.52,5.19,2.17,-1.57,1887.70,1,5232.00,157.00,-157.00,4.554,0.090,-0.067,-0.5200,0.3500,-0.3000,0.7250,0.0890,-0.0810,0.6860,0.0990,-0.0420
"FALSE POSITIVE",3.125821128,7.19e-07,-7.19e-07,1.269,0.26,-0.197,2.2163,0.0101,-0.0101,5025.4,25.5,-25.5,110.58,16.98,-39.66,4481.76,2158.45,-2831.13,245.20,1,6137.00,167.00,-167.00,3.705,0.300,-0.080,0.0700,0.3000,-0.2500,2.8520,0.4380,-1.0230,1.5050,0.1940,-0.3060
"FALSE POSITIVE",1.032068851,6.24e-07,-6.24e-07,1.014,10.79,-0.192,2.1344,0.0299,-0.0299,121993,1055,-1055,44.35,1.56,-3.68,523.01,107.99,-138.52,140.00,1,4387.00,132.00,-145.00,4.587,0.049,-0.017,0.2800,0.1500,-0.3000,0.7110,0.0250,-0.0590,0.7120,0.0430,-0.0540
"FALSE POSITIVE",6.6751871,0.0001922,-0.0001922,0.251,0.294,-0.251,2.372,0.805,-0.805,178.3,60,-60,1.09,0.3,-0.1,148.28,122.30,-41.20,7.00,1,5774.00,172.00,-189.00,4.567,0.046,-0.184,-0.3000,0.3000,-0.3000,0.8180,0.2240,-0.0750,0.9070,0.1000,-0.1100
"FALSE POSITIVE",1.450205839,3.82e-07,-3.82e-07,1.236,0.112,-0.104,3.6373,0.0115,-0.0115,25883.7,74.2,-74.2,92.78,25.63,-20.98,12063.44,9872.65,-5972.11,419.00,1,7564.00,211.00,-316.00,4.093,0.144,-0.176,-0.0800,0.2000,-0.3500,1.8930,0.5230,-0.4280,1.6210,0.1870,-0.2800
"FALSE POSITIVE",3.224486463,4.56e-07,-4.56e-07,0.421,0.009,-0.009,4.61686,0.00343,-0.00343,403734,389,-389,79.08,24,-12.95,1060.42,948.08,-425.05,1905.10,1,6389.00,176.00,-242.00,4.331,0.108,-0.201,-0.2400,0.2500,-0.3000,1.1600,0.3520,-0.1900,1.0460,0.1840,-0.1230
"FALSE POSITIVE",44.14579777,1.775e-05,-1.775e-05,0.864,0.103,-0.182,4.088,0.0133,-0.0133,224228,544,-544,62.24,17.71,-7.57,15.25,13.05,-4.96,434.90,1,5876.00,175.00,-193.00,4.492,0.065,-0.195,-0.3000,0.3000,-0.3000,0.8960,0.2550,-0.1090,0.9100,0.1190,-0.0970
"FALSE POSITIVE",33.3239576,0.0001513,-0.0001513,0.47,0.062,-0.227,37.217,0.233,-0.233,2012.1,14,-14,2.55,0.12,-0.11,7.06,1.84,-1.44,173.70,1,5192.00,180.00,-180.00,4.707,0.046,-0.025,-1.9800,0.2500,-0.0500,0.5550,0.0270,-0.0240,0.5720,0.0420,-0.0170
"CANDIDATE",17.9559673,0.0002547,-0.0002547,0.979,0.016,-0.742,6.237,0.316,-0.316,137,13.6,-13.6,1.96,0.28,-0.33,74.61,29.15,-25.22,11.90,2,5641.00,76.00,-76.00,4.258,0.162,-0.108,0.0700,0.1500,-0.1500,1.1950,0.1770,-0.1960,0.9440,0.0720,-0.0520
"FALSE POSITIVE",0.94102954,1.583e-05,-1.583e-05,0.119,0.344,-0.119,4.415,0.47,-0.47,34.5,3.3,-3.3,1.41,0.24,-0.58,13794.93,7662.97,-9444.62,13.30,1,5766.00,173.00,-144.00,3.783,0.330,-0.110,-0.0800,0.3500,-0.2500,2.4090,0.4230,-0.9860,1.2830,0.1430,-0.3100
"CONFIRMED",1.992812339,7.832e-06,-7.832e-06,1.127,15.76,-0.104,2.066,0.177,-0.177,314.8,22.8,-22.8,6.81,0.75,-0.9,48.82,16.18,-15.53,16.80,4,3638.00,72.00,-87.00,4.844,0.049,-0.055,-0.1400,0.1500,-0.1500,0.4200,0.0460,-0.0560,0.4500,0.0430,-0.0590
"FALSE POSITIVE",36.514374043,4.503e-06,-4.503e-06,0.133,0.012,-0.02,6.48255,0.00701,-0.00701,111620,79.8,-79.8,33.27,10.15,-3.39,21.08,19.00,-6.33,1701.10,1,5811.00,162.00,-203.00,4.465,0.054,-0.216,0.2100,0.2000,-0.3000,1.0000,0.3050,-0.1020,1.0660,0.1120,-0.1370
"CONFIRMED",39.818832,0.00031,-0.00031,0.6,0.325,-0.398,10.757,0.191,-0.191,199.1,7.1,-7.1,2.23,0.36,-0.49,42.32,19.32,-18.20,29.40,2,5710.00,114.00,-91.00,4.073,0.201,-0.093,0.0000,0.1500,-0.1500,1.5240,0.2440,-0.3360,1.0030,0.0960,-0.0870
"CONFIRMED",25.4337864,0.0003215,-0.0003215,0.232,0.205,-0.232,6.514,0.235,-0.235,302,22.4,-22.4,2,0.34,-0.25,46.80,20.79,-13.07,14.30,2,5806.00,78.00,-78.00,4.321,0.115,-0.115,0.1400,0.1500,-0.1500,1.1580,0.1970,-0.1480,1.0240,0.0810,-0.0590
"FALSE POSITIVE",67.451045,8.568e-05,-8.568e-05,1.01,0.256,-0.066,8.9387,0.071,-0.071,7062.8,44.6,-44.6,36.7,20.77,-25.38,23.61,40.97,-21.58,205.40,1,4847.00,134.00,-122.00,3.726,0.840,-0.360,0.0700,0.2500,-0.2500,2.1910,1.2400,-1.5150,0.9300,0.2240,-0.1830
"CANDIDATE",2.69339974,2.951e-05,-2.951e-05,0.279,0.186,-0.279,1.936,0.257,-0.257,147.5,22,-22,1.04,0.19,-0.11,415.96,248.77,-117.07,8.70,1,5355.00,175.00,-159.00,4.511,0.057,-0.133,0.0700,0.2500,-0.3000,0.8630,0.1600,-0.0860,0.8800,0.0820,-0.0820
"CANDIDATE",10.43003118,7.821e-05,-7.821e-05,0.283,0.178,-0.283,2.029,0.196,-0.196,120,14.3,-14.3,1.14,0.36,-0.12,159.58,145.16,-47.42,10.60,1,6277.00,169.00,-206.00,4.449,0.052,-0.208,-0.1800,0.2500,-0.3000,1.0310,0.3200,-0.1070,1.0850,0.1440,-0.1440
"CANDIDATE",27.63714708,6.761e-05,-6.761e-05,0.669,0.001,-0.519,1.7277,0.0716,-0.0716,735.5,32.5,-32.5,6.96,2.44,-4.53,104.60,112.69,-93.30,27.40,1,5214.00,173.00,-157.00,3.766,0.750,-0.250,0.0600,0.3000,-0.3000,2.4270,0.8500,-1.5790,1.2540,0.1640,-0.3830
"CONFIRMED",52.6095103,0.0007321,-0.0007321,0.102,0.347,-0.102,8.202,0.358,-0.358,203.7,15.2,-15.2,1.83,0.3,-0.32,22.13,9.28,-7.90,15.30,1,5881.00,79.00,-79.00,4.259,0.137,-0.112,0.1600,0.1500,-0.1500,1.2940,0.2070,-0.2280,1.1090,0.0700,-0.0930
"CONFIRMED",198.7106251,0.0007117,-0.0007117,0.026,0.387,-0.026,8.638,0.115,-0.115,2094.8,35.7,-35.7,3.56,0.24,-0.19,1.05,0.25,-0.18,62.10,2,5180.00,103.00,-103.00,4.548,0.036,-0.054,0.0000,0.1500,-0.1500,0.8000,0.0540,-0.0430,0.8250,0.0460,-0.0460
"FALSE POSITIVE",15.873380595,6.27e-06,-6.27e-06,3.454,0.558,-0.339,8.0429,0.022,-0.022,208362,282,-282,630.53,168.7,-313.4,202.23,167.87,-156.96,978.20,1,5622.00,186.00,-169.00,3.907,0.568,-0.177,-0.1200,0.3000,-0.2500,1.8950,0.5070,-0.9420,1.0560,0.1290,-0.1940
"CANDIDATE",50.563697,0.001069,-0.001069,0.779,0.206,-0.574,5.381,0.83,-0.83,50.5,15,-15,1.57,0.32,-0.29,79.36,41.15,-29.12,6.80,1,6759.00,81.00,-81.00,4.018,0.148,-0.121,0.1200,0.1500,-0.1500,2.0220,0.4110,-0.3740,1.5520,0.1490,-0.1340
"FALSE POSITIVE",65.583665567,5.674e-06,-5.674e-06,0.72,0.023,-0.022,5.01216,0.00389,-0.00389,242398,173,-173,41.22,5.44,-2.54,4.50,2.07,-0.99,1649.50,1,5516.00,183.00,-166.00,4.650,0.036,-0.084,-0.8400,0.3000,-0.3000,0.6660,0.0880,-0.0410,0.7210,0.0600,-0.0500
"FALSE POSITIVE",394.67816267,4.739e-05,-4.739e-05,0.708,0.016,-0.019,6.05443,0.00461,-0.00461,253376,184,-184,52.16,12.5,-6.23,0.72,0.51,-0.22,1500.70,1,5780.00,157.00,-157.00,4.505,0.084,-0.156,-0.5400,0.3000,-0.3000,0.8300,0.1990,-0.0990,0.8030,0.1030,-0.0600
"FALSE POSITIVE",111.31980522,2.065e-05,-2.065e-05,0.234,0.004,-0.006,23.0078,0.0115,-0.0115,62704.9,21.3,-21.3,63.68,21.63,-9.25,20.01,19.60,-6.39,3433.70,1,5022.00,125.00,-88.00,3.562,0.132,-0.181,-0.3400,0.3000,-0.1500,2.5800,0.8760,-0.3750,0.8870,0.2540,-0.0300
"FALSE POSITIVE",110.29512684,2.517e-05,-2.517e-05,0.248,0.004,-0.004,16.5339,0.0119,-0.0119,176336,108,-108,37.88,10.54,-4.52,4.06,3.32,-1.27,2084.30,1,5753.00,155.00,-172.00,4.503,0.062,-0.188,-0.1400,0.3000,-0.3000,0.8950,0.2490,-0.1070,0.9310,0.1110,-0.1000
"FALSE POSITIVE",95.178317934,3.98e-06,-3.98e-06,0.761,0.01,-0.012,3.60125,0.00286,-0.00286,128575,85.3,-85.3,28.75,2.29,-2.55,1.29,0.40,-0.33,2279.10,1,4523.00,136.00,-123.00,4.615,0.052,-0.024,-0.2400,0.3000,-0.3000,0.6530,0.0520,-0.0580,0.6410,0.0710,-0.0510
"CONFIRMED",31.2543238,0.0003567,-0.0003567,0.019,0.42,-0.019,5.662,0.223,-0.223,438,34.3,-34.3,2.29,0.76,-0.26,38.54,37.99,-12.89,14.70,1,6246.00,173.00,-260.00,4.433,0.054,-0.216,0.0700,0.2500,-0.3000,1.0920,0.3650,-0.1220,1.1800,0.1580,-0.1730
"FALSE POSITIVE",61.4911479,1.437e-05,-1.437e-05,0.681,0.002,-0.002,9.745,0.0103,-0.0103,58702.9,57,-57,22.76,6.78,-2.26,8.70,7.68,-2.58,1421.70,1,5830.00,164.00,-205.00,4.540,0.037,-0.200,-0.1400,0.3000,-0.3000,0.8760,0.2610,-0.0870,0.9700,0.1080,-0.1210
"CONFIRMED",110.2867031,0.0007428,-0.0007428,0.675,0.269,-0.472,4.427,0.147,-0.147,145.3,9,-9,1.41,0.2,-0.23,6.96,2.79,-2.40,16.40,4,5931.00,107.00,-118.00,4.322,0.137,-0.112,-0.2400,0.1500,-0.1500,1.1010,0.1570,-0.1730,0.9290,0.0660,-0.0660
"CONFIRMED",11.8061737,0.0001518,-0.0001518,0.905,0.059,-0.711,4.472,0.261,-0.261,88.1,9.4,-9.4,2.87,0.58,-0.94,926.72,558.94,-554.52,10.10,2,6900.00,184.00,-204.00,3.843,0.259,-0.111,0.0000,0.2500,-0.3000,2.5990,0.5230,-0.8500,1.7140,0.1700,-0.3160
"CONFIRMED",6.15828666,8.77e-05,-8.77e-05,0.595,0.042,-0.464,6.329,0.341,-0.341,57.7,4.1,-4.1,1.2,0.19,-0.26,510.35,233.02,-219.53,16.40,2,5710.00,114.00,-91.00,4.073,0.201,-0.093,0.0000,0.1500,-0.1500,1.5240,0.2440,-0.3360,1.0030,0.0960,-0.0870
"FALSE POSITIVE",10.828825742,,,0.137,,,0.7275,,,92.1,,,0.76,0.2,-0.07,78.30,58.93,-19.95,4.80,1,5862.00,141.00,-159.00,4.584,0.033,-0.176,-0.5200,0.3000,-0.3000,0.7850,0.2060,-0.0690,0.8650,0.0880,-0.0880
"CONFIRMED",82.292865,0.001225,-0.001225,0.195,0.267,-0.195,7.048,0.374,-0.374,371.1,32.3,-32.3,1.82,0.25,-0.12,6.07,2.22,-1.12,13.00,1,5626.00,76.00,-84.00,4.467,0.051,-0.119,0.1400,0.1500,-0.1500,0.9570,0.1320,-0.0660,0.9770,0.0500,-0.0620
"CONFIRMED",92.436978,0.001035,-0.001035,0.943,0.025,-0.659,6.432,0.302,-0.302,955.2,60.4,-60.4,2.89,0.59,-0.25,3.46,2.16,-0.90,17.80,1,5595.00,167.00,-167.00,4.606,0.034,-0.127,-0.4800,0.3000,-0.3000,0.7410,0.1490,-0.0640,0.8080,0.0870,-0.0780
"CANDIDATE",65.427645,0.001087,-0.001087,0.004,0.438,-0.004,9.404,0.326,-0.326,319,23.5,-23.5,1.65,0.52,-0.17,9.94,9.19,-2.97,15.60,1,6014.00,162.00,-198.00,4.504,0.052,-0.221,-0.2000,0.3000,-0.3000,0.9260,0.2920,-0.0970,0.9980,0.1310,-0.1310
"FALSE POSITIVE",11.08260553,3.78e-05,-3.78e-05,0.966,0.008,-0.006,6.23,0.204,-0.204,601.2,19.2,-19.2,7.34,4.32,-5.27,355.64,639.52,-330.57,51.30,1,5125.00,136.00,-151.00,3.674,0.975,-0.325,-0.5000,0.3000,-0.3000,2.1960,1.2900,-1.5770,0.8310,0.2300,-0.1670
"FALSE POSITIVE",22.7832776,0.0002454,-0.0002454,0.626,0.3217,-0.3979,4.194,0.324,-0.324,120.2,8.4,-8.4,1.33,0.89,-0.14,78.41,163.55,-22.93,18.20,1,6517.00,173.00,-198.00,4.382,0.059,-0.372,-0.1400,0.2400,-0.3000,1.1590,0.7730,-0.1220,1.1810,0.2910,-0.1580
"FALSE POSITIVE",23.737952838,5.43e-06,-5.43e-06,1.004,0.062,-0.047,8.50818,0.00904,-0.00904,95883.6,93.6,-93.6,53.27,15.03,-9.21,34.94,30.43,-14.04,1221.20,1,5559.00,183.00,-183.00,4.394,0.139,-0.186,0.0400,0.2500,-0.3000,1.0000,0.2820,-0.1730,0.9030,0.1150,-0.0840
"FALSE POSITIVE",21.4618453,0.0002962,-0.0002962,1.139,74.89,-1.953,5.675,0.551,-0.551,122.2,11.3,-11.3,19.89,3.18,-2.87,64.17,28.59,-20.85,13.40,1,5806.00,105.00,-117.00,4.283,0.132,-0.108,0.1200,0.1500,-0.1500,1.2130,0.1940,-0.1750,1.0280,0.0860,-0.0700
"FALSE POSITIVE",75.13194883,1.271e-05,-1.271e-05,0.487,0.001,-0.001,20.8729,0.00883,-0.00883,122372,41.9,-41.9,26.21,3.74,-2.3,3.94,1.84,-1.00,3625.50,2,5365.00,160.00,-144.00,4.586,0.052,-0.078,-0.4600,0.3000,-0.3000,0.7290,0.1040,-0.0640,0.7470,0.0920,-0.0540
"CANDIDATE",369.069345,0.005928,-0.005928,0.929,0.016,-0.66,5.832,0.324,-0.324,945.9,88.6,-88.6,3.07,0.11,-0.19,0.35,0.05,-0.06,11.70,2,4855.00,77.00,-87.00,4.542,0.056,-0.020,0.1200,0.1500,-0.1500,0.7780,0.0290,-0.0470,0.7690,0.0480,-0.0280
"FALSE POSITIVE",243.82122131,2.761e-05,-2.761e-05,1.029,0.092,-0.039,10.9312,0.00548,-0.00548,56799.3,26.4,-26.4,56.63,10.07,-9.03,4.18,1.90,-1.36,2804.30,1,6370.00,76.00,-76.00,4.228,0.143,-0.117,-0.2600,0.1500,-0.1500,1.3160,0.2340,-0.2100,1.0640,0.1030,-0.0660
"FALSE POSITIVE",0.77459856,,,,,,2.71,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",16.227548674,1.485e-06,-1.485e-06,0.795,0.022,-0.018,5.08666,0.00364,-0.00364,192688,124,-124,46.52,8.13,-3.1,30.52,17.45,-7.57,1870.00,1,5297.00,175.00,-191.00,4.587,0.030,-0.120,0.0700,0.3000,-0.3000,0.7950,0.1390,-0.0530,0.9050,0.0660,-0.0990
"FALSE POSITIVE",47.189437,0.0001169,-0.0001169,0.5357,0.0139,-0.0156,11.555,0.0142,-0.0142,370871,437,-437,66.71,29.3,-10.02,13.01,17.82,-4.60,804.00,1,5458.00,187.00,-149.00,4.381,0.143,-0.280,-0.0800,0.3000,-0.2400,0.9720,0.4270,-0.1460,0.8280,0.1370,-0.0620
"FALSE POSITIVE",1.501760172,1.2e-07,-1.2e-07,0.518,0.003,-0.004,5.85519,0.0033,-0.0033,387905,182,-182,90.92,15.3,-7.05,3110.42,1322.69,-607.76,2624.00,1,6327.00,69.00,-88.00,4.315,0.051,-0.119,0.2100,0.1500,-0.2000,1.2900,0.2170,-0.1000,1.2570,0.0810,-0.0990
"FALSE POSITIVE",4.05325447,1.255e-06,-1.255e-06,15.329,20.75,-3.897,4.0116,0.0109,-0.0109,110916,288,-288,1668.79,570.2,-189.5,475.36,493.54,-156.16,446.10,1,6022.00,190.00,-232.00,4.453,0.056,-0.224,0.1200,0.2000,-0.3000,1.0390,0.3550,-0.1180,1.1160,0.1360,-0.1510
"CONFIRMED",7.68433346,1.413e-05,-1.413e-05,0.951,0.029,-0.676,1.4346,0.0709,-0.0709,1175,49.6,-49.6,2.58,0.23,-0.22,27.35,8.49,-7.33,28.50,3,4402.00,118.00,-144.00,4.682,0.045,-0.036,-0.5800,0.3000,-0.3000,0.5720,0.0490,-0.0490,0.5750,0.0580,-0.0420
"FALSE POSITIVE",1.549979213,4.22e-07,-4.22e-07,0.486,0.017,-0.016,7.5945,0.0183,-0.0183,370546,695,-695,136.64,73.04,-89.23,4986.15,8378.43,-4454.73,672.70,1,5408.00,178.00,-162.00,3.777,0.777,-0.333,-0.5200,0.3500,-0.2500,2.0580,1.1000,-1.3440,0.9250,0.2220,-0.1820
"CANDIDATE",11.16622885,9.657e-05,-9.657e-05,0.176,0.272,-0.176,3.389,0.192,-0.192,353.9,28.3,-28.3,1.56,0.37,-0.13,65.16,47.65,-16.33,13.60,2,5552.00,166.00,-166.00,4.562,0.038,-0.162,-0.0400,0.3000,-0.3000,0.8360,0.2010,-0.0670,0.9310,0.0810,-0.1020
"FALSE POSITIVE",10.99381963,1.327e-05,-1.327e-05,1.274,36.48,-0.063,3.7889,0.0448,-0.0448,1685.8,19.6,-19.6,40.17,13.02,-5.21,216.57,198.61,-72.92,102.90,2,6553.00,148.00,-214.00,4.366,0.070,-0.210,-0.2800,0.2500,-0.3000,1.1570,0.3750,-0.1500,1.1360,0.1780,-0.1460
"FALSE POSITIVE",10.9938087,1.395e-05,-1.395e-05,0.924,0.004,-0.004,5.0403,0.0608,-0.0608,1456.9,17.2,-17.2,5.33,1.72,-0.69,216.57,198.61,-72.92,100.40,2,6553.00,148.00,-214.00,4.366,0.070,-0.210,-0.2800,0.2500,-0.3000,1.1570,0.3750,-0.1500,1.1360,0.1780,-0.1460
"CANDIDATE",23.1334494,0.000108,-0.000108,0.954,0.006,-0.662,3.602,0.114,-0.114,456.3,23.6,-23.6,2.55,0.79,-0.47,39.20,36.70,-15.98,21.60,1,5712.00,170.00,-170.00,4.382,0.189,-0.231,-0.5200,0.3500,-0.2500,0.9320,0.2910,-0.1700,0.7630,0.1210,-0.0480
"CANDIDATE",8.9539656,0.0001907,-0.0001907,0.656,0.31,-0.434,4.898,0.351,-0.351,70.4,6.5,-6.5,0.84,0.23,-0.11,171.51,136.28,-55.15,12.20,2,6168.00,166.00,-185.00,4.452,0.081,-0.189,-0.5000,0.3000,-0.3000,0.9470,0.2560,-0.1180,0.9250,0.1160,-0.0950
"CANDIDATE",13.7281373,0.0001463,-0.0001463,0.748,0.025,-0.532,5.304,0.231,-0.231,106.6,7.5,-7.5,1.06,0.28,-0.13,97.06,77.13,-31.21,15.40,2,6168.00,166.00,-185.00,4.452,0.081,-0.189,-0.5000,0.3000,-0.3000,0.9470,0.2560,-0.1180,0.9250,0.1160,-0.0950
"CONFIRMED",16.5860329,0.0001924,-0.0001924,0.167,0.29,-0.167,7.043,0.267,-0.267,231.3,17.6,-17.6,2.09,0.33,-0.45,107.25,45.28,-44.63,14.60,2,5626.00,77.00,-77.00,4.149,0.188,-0.101,0.1400,0.1500,-0.1500,1.3890,0.2230,-0.2980,0.9910,0.0790,-0.0650
"CANDIDATE",26.83771808,1.403e-05,-1.403e-05,0.917,0.188,-0.051,1.6162,0.038,-0.038,8512,118,-118,12.68,4.24,-1.41,44.22,44.81,-14.78,101.40,1,6194.00,194.00,-259.00,4.445,0.058,-0.232,0.0700,0.2500,-0.3500,1.0690,0.3570,-0.1190,1.1610,0.1550,-0.1860
"CONFIRMED",16.7525077,9.82e-05,-9.82e-05,0.763,0.157,-0.513,3.174,0.149,-0.149,338.3,21.8,-21.8,3.65,2.08,-2.29,97.43,169.91,-85.31,18.20,1,4807.00,129.00,-129.00,3.906,0.700,-0.300,0.4800,0.0500,-0.2500,1.8020,1.0290,-1.1310,0.9550,0.1960,-0.1600
"CANDIDATE",3.53105835,1.877e-05,-1.877e-05,1.213,59.41,-2.797,1.778,0.225,-0.225,310.8,33.1,-33.1,10.61,1.16,-1.42,22.83,7.57,-7.26,11.70,4,3638.00,72.00,-87.00,4.844,0.049,-0.055,-0.1400,0.1500,-0.1500,0.4200,0.0460,-0.0560,0.4500,0.0430,-0.0590
"FALSE POSITIVE",49.612757516,4.294e-06,-4.294e-06,0.929,0.03,-0.031,7.07603,0.00405,-0.00405,130460,74.8,-74.8,57.08,19.32,-6.42,19.46,19.49,-6.17,2070.30,1,6241.00,175.00,-219.00,4.450,0.056,-0.224,-0.1400,0.2500,-0.3000,1.0310,0.3490,-0.1160,1.0880,0.1540,-0.1540
"CANDIDATE",6.32589574,6.033e-05,-6.033e-05,0.181,0.279,-0.181,1.383,0.267,-0.267,192.5,27.5,-27.5,1.14,0.31,-0.1,156.27,126.86,-39.45,8.80,1,5749.00,155.00,-155.00,4.568,0.033,-0.187,-0.2800,0.3000,-0.3000,0.8180,0.2260,-0.0710,0.9070,0.1000,-0.1000
"CANDIDATE",11.9378354,0.0001743,-0.0001743,0.036,0.416,-0.036,4.652,0.36,-0.36,246,29.2,-29.2,1.15,0.2,-0.09,47.91,26.75,-11.63,9.60,1,5469.00,162.00,-162.00,4.611,0.037,-0.112,-0.3800,0.3000,-0.3000,0.7380,0.1310,-0.0560,0.8260,0.0750,-0.0920
"CANDIDATE",32.715906,0.001198,-0.001198,0.25,0.218,-0.25,10.79,1.3,-1.3,135.7,12.2,-12.2,3.68,0.73,-1.34,156.74,81.53,-96.95,13.10,1,5527.00,83.00,-75.00,3.627,0.262,-0.087,0.1600,0.1500,-0.1500,3.1920,0.6280,-1.1660,1.5740,0.1690,-0.3950
"CONFIRMED",15.3317719,0.0002039,-0.0002039,0.802,0.14,-0.549,5.467,0.307,-0.307,179.2,15.6,-15.6,1.91,0.32,-0.35,107.44,47.95,-39.66,13.30,1,5726.00,86.00,-78.00,4.228,0.162,-0.108,0.1600,0.1500,-0.1500,1.2850,0.2150,-0.2360,1.0180,0.0810,-0.0650
"CANDIDATE",82.331756,0.001983,-0.001983,0.027,0.425,-0.027,8.664,0.655,-0.655,283.2,28.1,-28.1,2.08,0.34,-0.28,11.96,5.14,-3.47,11.90,1,5997.00,81.00,-81.00,4.304,0.099,-0.121,0.1600,0.1500,-0.1500,1.2420,0.2040,-0.1670,1.1350,0.0710,-0.0870
"CONFIRMED",84.704139,0.001858,-0.001858,0.01,0.428,-0.01,10.393,0.368,-0.368,655.7,45,-45,4.17,0.73,-0.89,19.59,8.87,-8.12,17.00,1,6085.00,79.00,-85.00,4.115,0.174,-0.116,0.1400,0.1500,-0.1000,1.6340,0.2850,-0.3480,1.2710,0.1070,-0.1430
"FALSE POSITIVE",0.755105584,4.6e-08,-4.6e-08,0.732,0.034,-0.031,5.02374,0.00564,-0.00564,250026,153,-153,76.26,10.96,-5.45,7996.10,3145.64,-1735.23,2158.50,1,6592.00,105.00,-157.00,4.369,0.032,-0.097,-0.1200,0.1500,-0.1500,1.1900,0.1710,-0.0850,1.2110,0.0770,-0.1020
"FALSE POSITIVE",101.26336282,1.453e-05,-1.453e-05,0.944,0.016,-0.013,17.8951,0.00922,-0.00922,72792.5,29.8,-29.8,44,15.09,-5.01,8.47,8.51,-2.64,3573.10,1,6309.00,169.00,-206.00,4.413,0.070,-0.210,-0.2000,0.2500,-0.3000,1.0620,0.3640,-0.1210,1.0580,0.1730,-0.1290
"FALSE POSITIVE",120.58167178,2.55e-05,-2.55e-05,0.845,0.064,-0.068,8.2904,0.0128,-0.0128,192896,202,-202,41.71,6.5,-3.04,1.70,0.92,-0.43,1184.80,1,5294.00,190.00,-190.00,4.651,0.030,-0.090,-0.5400,0.3000,-0.3000,0.6730,0.1050,-0.0490,0.7440,0.0730,-0.0730
"FALSE POSITIVE",1.558544209,3.99e-07,-3.99e-07,0.507,0.013,-0.01,3.3727,0.013,-0.013,225588,989,-989,35.12,3.42,-3.43,460.09,178.14,-136.36,421.60,1,4868.00,175.00,-175.00,4.582,0.060,-0.040,-0.2200,0.3000,-0.3000,0.7080,0.0690,-0.0690,0.7000,0.0830,-0.0600
"FALSE POSITIVE",2.63757408,3.63e-07,-3.63e-07,1.107,0.047,-0.067,5.9626,0.011,-0.011,169658,167,-167,76.02,21.06,-7.02,563.22,471.84,-158.07,1471.60,1,5639.00,171.00,-188.00,4.509,0.036,-0.192,0.3600,0.1000,-0.3000,0.9530,0.2640,-0.0880,1.0710,0.0890,-0.1330
"FALSE POSITIVE",8.64636188,1.372e-05,-1.372e-05,0.294,0.003,-0.003,8.73607,0.00583,-0.00583,218072,119,-119,54.24,18.47,-7.41,268.95,270.87,-95.17,2441.70,1,6444.00,181.00,-226.00,4.382,0.070,-0.210,-0.1800,0.2500,-0.3000,1.1340,0.3860,-0.1550,1.1280,0.1780,-0.1450
"FALSE POSITIVE",125.288206,0.001939,-0.001939,0.066,0.39,-0.066,3.695,0.348,-0.348,241.6,29.7,-29.7,1.5,0.24,-0.08,4.10,1.66,-0.66,9.40,1,5881.00,70.00,-88.00,4.480,0.030,-0.128,0.0600,0.1500,-0.1500,0.9730,0.1530,-0.0550,1.0440,0.0590,-0.0740
"FALSE POSITIVE",112.46358893,7.557e-05,-7.557e-05,0.523,0.003,-0.004,31.8273,0.0344,-0.0344,242411,392,-392,129.04,20.8,-28.61,54.20,21.84,-22.77,1374.00,1,7426.00,74.00,-81.00,3.903,0.182,-0.098,-0.0800,0.1500,-0.1500,2.4630,0.3970,-0.5460,1.7690,0.1930,-0.2120
